Length,Width,Height,Permittivity,Conductivity,Bend,Feed,S11,VSWR,Gain,Efficiency,Bandwidth,epsilon_r,FaultLabel
44.57,32.35,1.39,1.92,11875.56,0.54,-19.44,-6.41,3.43,2.2,52.3,94.06,3.97,1
46.59,30.91,1.21,2.3,14973.23,0.6,-23.87,-17.32,2.5,5.51,33.91,149.9,1.75,1
49.47,39.38,1.53,1.54,11989.62,0.87,-11.89,-9.33,3.71,3.48,52.35,104.55,3.5,1
45.58,39.28,1.59,2.11,9028.17,1.18,-24.34,-21.38,3.11,1.2,59.86,114.75,2.33,1
43.94,32.92,0.89,2.44,14357.66,1.16,-5.39,-4.99,2.7,1.83,74.51,102.85,3.44,1
40.48,30.56,0.98,2.36,12215.12,0.39,-24.81,-19.25,3.8,2.89,34.8,127.01,3.77,1
44.75,39.47,1.44,1.91,5651.75,1.18,-18.22,-22.92,3.98,1.04,57.33,140.99,2.39,1
41.93,39.35,1.4,2.21,4739.93,0.81,-17.36,-24.21,1.35,2.98,65.99,154.52,2.03,0
49.07,34.14,0.82,2.35,14422.81,0.99,-21.87,-15.73,3.27,5.05,82.19,150.84,3.08,1
45.5,31.83,1.55,2.43,14710.04,0.16,-11.41,-5.74,1.93,3.34,70.17,55.51,2.89,1
40.72,37.85,0.84,1.88,12299.29,0.17,-8.34,-17.54,3.28,5.94,70.63,88.32,3.81,1
41.01,30.19,0.95,2.07,5064.69,0.49,-19.37,-24.15,3.51,4.11,84.61,94.61,2.72,1
43.28,34.61,0.87,1.95,9655.38,1.1,-20.82,-4.41,2.02,-0.68,84.56,110.34,3.92,1
48.3,32.64,0.97,2.18,8174.17,0.93,-23.16,-11.22,2.44,4.19,31.54,48.76,2.36,1
49.58,36.67,1.26,1.87,13566.52,0.76,-23.01,-10.84,3.34,4.87,47.77,158.78,3.69,1
49.63,38.27,1.08,1.6,9769.04,0.49,-10.53,-6.58,2.79,4.73,30.51,68.02,2.7,1
44.97,38.86,1.49,2.38,11143.73,1.13,-11.38,-22.36,1.63,0.54,39.3,101.91,3.33,1
42.07,31.58,1.17,2.09,10906.63,0.75,-20.12,-24.97,1.41,2.09,88.13,108.11,1.95,0
41.59,39.88,0.89,2.05,7528.19,0.96,-24.31,-20.09,1.19,0.8,59.08,42.32,3.66,1
42.75,33.6,1.01,2.44,5627.42,0.99,-24.64,-11.72,1.23,0.88,89.34,43.65,3.75,1
45.11,32.33,1.37,1.97,9559.48,0.75,-13.64,-24.04,3.33,4.02,39.5,66.39,3.83,1
48.18,30.24,1.28,1.83,6622.54,0.77,-20.12,-3.47,1.53,2.83,70.7,77.07,3.89,1
44.24,34.64,1.0,1.82,6029.39,0.41,-12.84,-24.49,3.81,2.6,60.13,90.63,1.96,1
43.52,39.01,0.8,1.92,10126.2,0.79,-5.37,-17.43,2.41,2.07,77.28,69.37,1.76,1
48.14,33.24,1.07,2.36,8098.27,0.49,-16.37,-17.51,3.58,2.55,62.5,113.92,3.05,1
48.83,38.91,1.42,1.7,10934.88,0.51,-7.22,-17.42,2.79,4.79,49.73,54.56,3.24,1
45.06,38.1,0.87,2.39,3300.68,0.44,-20.16,-4.16,3.56,3.77,74.58,147.31,1.94,1
49.6,30.74,1.02,2.29,14974.12,0.23,-18.98,-14.72,2.15,0.36,44.99,137.3,2.84,1
44.52,35.83,1.07,1.9,10851.05,1.13,-12.49,-5.67,1.07,2.77,60.96,144.43,2.89,1
48.23,31.02,1.53,2.06,9463.97,0.55,-12.55,-5.74,3.84,2.47,42.47,84.98,3.32,1
40.34,32.11,1.53,1.58,5319.57,0.73,-17.43,-10.35,1.62,3.83,34.49,82.41,3.16,1
44.45,37.16,1.23,2.15,13269.51,0.19,-8.01,-19.77,3.91,2.2,55.0,156.84,3.85,1
45.74,36.27,1.23,1.91,10615.13,0.54,-9.43,-7.66,1.88,1.6,67.73,58.85,3.97,1
49.88,36.7,0.94,1.85,3508.36,0.92,-16.97,-5.89,3.07,-0.31,52.52,109.5,2.68,1
45.55,35.87,1.03,1.93,5320.94,0.86,-20.19,-10.78,3.93,0.57,31.4,89.88,2.97,1
43.57,34.38,1.15,2.16,13151.95,0.62,-22.07,-8.41,3.25,5.68,53.64,95.67,2.58,1
47.7,33.42,1.59,2.18,7451.48,0.17,-21.25,-4.16,2.73,4.6,42.77,102.92,3.24,1
45.29,30.4,0.94,2.4,10252.67,0.25,-19.42,-8.08,3.91,0.39,35.01,76.05,2.74,1
42.49,30.94,1.34,1.69,11932.77,1.0,-17.48,-8.72,1.09,4.87,84.52,44.68,3.08,1
41.0,35.45,1.12,1.92,7190.12,0.11,-23.14,-18.65,3.39,-0.08,67.75,40.55,3.15,1
42.24,35.97,1.16,1.79,4684.1,1.02,-23.09,-5.11,3.82,-0.09,85.48,71.89,3.9,1
45.26,35.65,1.11,1.62,13866.29,0.24,-15.52,-16.03,3.06,-0.68,74.14,158.19,2.33,1
44.63,33.17,1.4,2.27,3247.23,0.46,-18.75,-20.0,2.65,1.37,39.41,130.02,2.04,1
49.43,34.22,1.38,1.51,14325.65,0.56,-23.77,-20.4,1.1,2.11,33.66,109.9,3.3,1
47.29,35.25,1.05,1.57,8943.75,0.89,-5.1,-24.61,2.6,5.59,36.36,88.15,3.39,1
47.12,39.49,1.5,1.5,6395.11,0.29,-19.03,-4.12,2.68,-0.33,71.18,62.83,1.79,1
45.15,37.84,1.01,2.44,7816.59,0.59,-15.46,-17.72,3.28,3.03,66.21,112.11,2.55,1
45.36,36.52,1.3,2.21,5669.68,1.11,-15.06,-18.91,2.79,-0.39,31.06,70.62,2.34,1
44.13,34.37,1.22,1.63,12131.55,1.18,-12.26,-9.73,1.76,0.38,50.99,73.97,3.82,1
43.67,34.8,0.86,1.81,12030.28,1.18,-15.73,-15.27,1.43,3.83,83.31,47.72,3.64,1
44.71,39.5,1.44,1.78,9698.18,0.86,-9.09,-15.18,2.2,4.37,55.9,69.75,1.82,1
47.96,35.15,1.25,2.47,3643.56,0.13,-16.36,-4.32,4.0,1.75,77.89,79.11,1.87,1
47.13,31.66,1.39,1.62,7008.53,0.18,-8.76,-13.66,3.15,-0.74,40.57,64.53,2.16,1
47.21,39.45,0.81,1.86,9337.27,0.72,-24.41,-5.87,1.41,-0.04,34.54,147.46,2.38,1
47.94,32.3,1.08,2.42,5824.16,0.64,-18.33,-12.75,1.85,1.02,31.22,50.34,3.89,1
46.18,37.62,1.07,2.38,13342.89,0.96,-10.93,-24.64,1.05,4.84,43.77,114.23,3.42,1
46.87,39.68,1.38,1.72,11547.04,0.51,-16.68,-18.35,2.1,1.62,73.97,48.86,2.44,1
46.8,31.72,0.97,1.73,8612.38,0.84,-14.29,-18.25,2.07,0.03,40.93,159.06,2.12,1
40.05,33.28,1.38,1.55,3050.57,0.45,-15.23,-10.86,3.95,-0.5,63.62,72.24,1.85,1
43.39,37.08,1.49,1.61,3374.43,0.44,-12.56,-4.75,1.99,4.46,37.65,116.92,1.55,1
49.29,39.81,0.85,2.32,8668.27,0.34,-16.0,-21.29,2.8,2.72,39.77,136.44,1.95,1
46.47,34.04,1.51,1.68,4942.1,0.9,-20.77,-13.56,3.7,1.5,74.14,144.29,2.1,1
45.78,36.17,1.54,1.69,3189.66,0.46,-6.48,-10.34,2.39,-0.54,57.39,44.12,2.69,1
43.29,39.69,1.54,2.09,11641.01,0.85,-17.93,-4.84,3.7,1.31,74.84,41.09,2.54,1
41.69,39.43,0.93,1.91,12917.01,0.5,-12.67,-10.41,1.87,1.84,65.11,100.08,3.2,1
49.62,39.43,1.57,2.06,4717.95,0.2,-8.15,-12.4,3.9,0.44,44.17,133.75,3.94,1
40.82,39.62,1.59,2.25,8404.6,0.4,-16.75,-17.4,2.19,4.08,83.55,58.93,2.52,1
46.13,36.57,1.18,1.59,12091.25,1.06,-6.53,-6.47,3.69,5.46,62.44,86.96,2.59,1
49.09,37.97,1.26,1.79,4767.85,0.38,-14.06,-15.83,1.74,3.74,60.47,56.31,3.35,1
42.7,38.0,1.54,1.55,14771.66,0.89,-5.08,-10.73,1.02,3.75,43.6,158.62,3.66,1
46.47,30.3,0.93,2.48,12268.75,0.13,-14.71,-16.01,1.51,1.74,85.47,53.65,1.94,1
41.74,38.99,1.04,1.76,3021.93,0.27,-18.05,-19.87,3.62,-0.67,56.71,85.46,2.18,1
44.22,35.97,1.11,1.94,3993.62,0.41,-8.0,-15.09,3.15,0.99,78.36,115.88,2.48,1
48.61,35.96,0.83,1.96,12418.34,0.56,-21.69,-14.34,2.66,0.68,67.94,102.21,2.5,1
41.27,36.66,1.27,2.2,10923.48,0.7,-10.12,-4.05,1.99,0.97,84.85,110.54,2.16,1
42.64,36.28,1.55,2.01,14185.79,0.82,-11.44,-3.32,1.61,0.78,64.33,107.98,3.99,1
44.68,32.88,1.05,2.13,11719.43,0.72,-20.95,-22.82,3.46,5.95,44.24,111.25,2.25,1
47.23,33.71,1.15,1.73,6856.97,0.15,-10.74,-18.97,2.81,1.33,64.37,128.02,3.41,1
42.76,34.4,1.02,2.43,13113.06,0.69,-13.11,-4.24,1.36,-0.54,44.67,46.71,2.1,1
44.61,34.24,1.22,2.27,12883.0,0.63,-12.69,-7.12,3.14,3.19,54.14,47.44,3.28,1
45.11,32.33,1.37,1.97,9559.48,0.75,-13.64,-24.04,3.33,4.02,39.5,66.39,3.83,1
43.21,38.13,1.01,1.75,13366.98,0.12,-19.09,-4.84,2.46,3.73,66.32,155.85,3.71,1
44.12,35.35,1.2,2.14,5798.07,0.28,-20.28,-22.91,1.85,0.8,63.65,134.41,1.57,1
46.52,33.04,0.96,2.45,9261.55,0.58,-18.88,-10.47,1.03,5.38,66.97,40.07,3.72,1
48.52,34.43,1.45,2.07,7242.32,0.27,-23.48,-13.87,3.28,5.06,58.82,117.19,3.96,1
40.99,31.7,1.34,2.22,3487.16,0.63,-15.41,-15.66,3.29,5.79,31.88,151.55,3.86,1
49.79,38.92,0.97,2.14,13889.84,0.82,-23.77,-15.12,2.0,3.52,33.7,119.08,3.55,1
41.77,31.28,1.38,2.25,12356.38,1.2,-19.08,-17.82,2.18,1.96,32.19,91.81,2.04,1
42.29,30.05,1.49,2.27,14361.43,0.25,-5.52,-17.74,2.69,-0.86,77.67,152.2,2.64,1
48.63,36.23,1.57,1.73,3080.23,1.04,-12.82,-22.07,1.76,5.63,64.63,106.45,3.45,0
45.09,30.12,0.99,1.51,8251.2,1.06,-7.39,-11.74,3.88,5.38,60.63,87.2,3.01,1
41.51,30.22,1.3,1.52,3539.56,0.35,-11.92,-23.54,1.19,5.8,55.36,147.09,3.01,1
41.51,32.8,1.56,1.92,6793.21,0.92,-8.15,-21.64,3.73,4.7,52.25,63.66,2.39,1
48.46,38.97,1.37,2.37,12234.52,0.32,-12.17,-12.97,3.18,2.15,76.34,82.45,3.92,1
44.28,37.27,1.32,1.69,11631.78,0.71,-20.81,-11.5,2.36,1.64,51.31,119.56,2.2,1
44.63,34.43,1.12,2.49,11238.9,0.79,-7.56,-17.78,1.91,2.08,33.26,142.59,1.53,1
47.51,37.21,1.02,2.09,9010.67,0.37,-22.01,-11.78,3.55,5.96,64.82,56.91,1.92,1
46.0,31.48,1.38,1.9,5782.88,0.9,-23.37,-17.36,3.76,-0.11,54.42,40.63,3.89,1
47.36,33.82,0.99,2.09,9419.23,1.14,-5.51,-7.87,3.63,3.84,77.13,104.02,3.67,1
41.21,35.49,1.28,2.01,9427.09,0.79,-15.17,-18.63,3.05,4.6,50.83,122.83,2.79,1
42.78,37.69,1.47,1.84,10217.97,1.13,-7.44,-20.01,2.71,-0.91,88.05,134.67,2.77,1
45.57,30.44,1.51,1.78,7817.0,0.26,-5.1,-10.88,3.71,3.34,81.8,144.81,3.38,1
47.45,33.48,1.02,2.47,7182.41,1.2,-7.95,-20.25,3.48,5.89,46.61,119.73,3.29,1
41.51,30.22,1.3,1.52,3539.56,0.35,-11.92,-23.54,1.19,5.8,55.36,147.09,3.01,1
48.99,31.71,1.03,2.02,5948.54,0.55,-21.03,-4.82,2.4,5.32,40.1,84.72,1.65,1
49.27,39.88,1.3,1.78,3063.07,1.2,-21.41,-10.94,2.55,-0.05,87.36,74.8,3.16,1
42.1,33.9,1.21,1.85,7880.55,0.9,-24.13,-3.95,2.81,0.14,63.43,49.71,2.84,1
48.83,38.91,1.42,1.7,10934.88,0.51,-7.22,-17.42,2.79,4.79,49.73,54.56,3.24,1
48.1,35.19,1.43,1.69,12385.37,0.59,-9.87,-14.98,3.37,-0.47,32.68,152.11,3.86,1
41.03,36.15,0.97,2.05,5230.49,0.98,-13.56,-5.47,1.88,0.04,87.61,113.82,2.74,1
46.22,38.44,1.23,1.51,12116.3,0.4,-16.83,-18.67,1.48,3.53,74.09,45.12,2.22,1
40.09,36.36,0.84,2.27,3841.96,0.11,-19.31,-8.0,3.5,2.55,86.3,53.74,2.06,1
48.24,33.79,0.93,2.38,5683.42,1.09,-21.93,-4.8,2.11,2.31,74.54,46.51,3.07,1
46.61,39.24,1.25,1.86,14394.24,0.72,-16.77,-11.49,3.41,0.6,30.94,103.49,2.81,1
42.85,34.76,1.23,1.8,14097.23,0.93,-12.46,-23.35,3.45,4.8,78.5,139.73,3.32,1
45.72,35.72,1.53,1.6,8198.18,0.33,-17.36,-24.25,3.54,-0.96,74.34,100.52,3.61,1
43.74,37.38,1.47,2.48,3145.94,0.22,-24.31,-23.72,3.86,0.56,35.02,72.4,3.69,1
41.32,37.32,1.1,2.06,13307.08,0.92,-11.94,-3.91,2.27,-0.83,87.68,89.01,2.5,1
47.12,39.49,1.5,1.5,6395.11,0.29,-19.03,-4.12,2.68,-0.33,71.18,62.83,1.79,1
40.98,37.78,1.16,2.34,4638.57,0.43,-14.31,-10.63,2.02,3.75,85.88,80.25,3.37,1
47.48,30.01,1.19,1.57,8136.53,1.15,-12.63,-13.67,1.52,1.5,84.29,146.24,3.91,1
46.99,32.06,1.03,1.8,6484.08,0.87,-17.98,-10.36,1.05,-0.83,58.1,150.01,1.62,1
46.97,37.39,0.99,2.42,7798.26,0.29,-20.53,-6.46,3.72,3.39,40.16,64.24,2.93,1
46.55,34.76,1.24,2.04,12847.13,0.48,-8.74,-23.24,2.28,1.47,57.09,140.02,2.97,1
48.12,30.09,1.59,1.52,10290.85,1.12,-8.37,-18.17,3.47,1.75,59.99,83.59,3.64,1
41.06,37.41,1.2,2.09,8640.24,0.95,-14.14,-15.97,2.24,1.98,63.15,69.29,3.98,1
46.45,36.5,1.5,1.57,3832.46,0.18,-6.12,-23.27,1.55,0.01,44.43,120.69,2.51,1
40.08,31.38,1.48,2.17,11723.91,0.42,-16.19,-14.08,1.04,-0.15,40.39,45.91,2.41,1
45.6,33.89,1.32,1.89,4153.33,1.05,-8.06,-18.78,2.68,-0.06,74.28,94.64,3.26,1
48.12,30.09,1.59,1.52,10290.85,1.12,-8.37,-18.17,3.47,1.75,59.99,83.59,3.64,1
47.43,32.36,1.19,1.98,12182.45,0.67,-13.15,-11.15,1.71,-0.61,70.79,80.28,3.68,1
41.97,30.44,1.49,1.86,13481.27,0.79,-13.36,-5.58,1.91,1.68,80.69,148.9,2.2,1
45.63,38.8,1.49,1.52,11149.54,0.12,-16.86,-20.58,1.61,2.05,32.75,126.95,3.92,1
47.71,33.83,0.95,2.49,13477.41,0.45,-23.0,-11.02,3.51,0.22,70.71,83.82,1.96,1
44.27,36.14,0.81,1.53,4381.3,0.76,-16.21,-9.75,2.34,-0.95,44.75,151.84,2.79,1
42.34,30.85,0.95,1.56,10656.88,0.29,-12.78,-11.52,3.11,2.58,47.07,145.29,2.67,1
49.1,31.56,1.55,1.87,11940.56,0.61,-24.18,-5.26,3.15,3.31,61.94,157.91,2.87,1
40.55,33.05,0.93,2.04,6920.53,0.78,-13.56,-17.82,1.12,1.26,36.86,158.49,3.13,1
40.17,37.03,1.45,2.44,12997.0,0.99,-5.95,-16.49,1.7,-0.21,39.02,59.65,1.98,1
46.18,37.62,1.07,2.38,13342.89,0.96,-10.93,-24.64,1.05,4.84,43.77,114.23,3.42,1
41.69,39.43,0.93,1.91,12917.01,0.5,-12.67,-10.41,1.87,1.84,65.11,100.08,3.2,1
45.56,32.01,1.35,2.11,7925.33,1.07,-18.72,-3.13,2.77,5.34,62.85,111.85,2.24,1
44.79,38.71,1.4,2.06,12400.06,1.12,-16.43,-23.68,3.38,0.61,70.56,143.38,2.3,1
45.58,35.43,1.32,2.23,9597.19,0.96,-10.69,-12.78,3.01,5.41,79.28,66.03,3.34,1
47.2,33.99,1.46,2.17,3013.71,0.64,-7.65,-19.63,1.98,5.09,41.46,108.1,2.86,1
48.8,39.72,0.95,2.16,3261.17,0.26,-14.73,-11.66,1.74,4.14,83.52,156.41,1.7,0
42.4,32.5,1.15,1.56,10384.9,0.1,-23.18,-12.21,3.99,1.97,57.14,154.24,3.17,1
49.29,39.81,0.85,2.32,8668.27,0.34,-16.0,-21.29,2.8,2.72,39.77,136.44,1.95,1
47.83,30.74,1.19,1.81,13357.39,0.81,-15.68,-15.95,2.07,1.39,67.54,103.06,2.16,1
41.72,36.57,1.45,1.82,14824.16,0.2,-9.14,-21.82,1.75,0.33,36.94,120.51,2.19,1
45.59,34.15,1.52,2.45,7977.45,0.62,-13.22,-15.54,3.93,3.41,66.67,61.18,1.77,1
42.84,35.46,0.88,2.35,14380.83,0.92,-14.27,-11.63,3.25,4.3,55.12,56.2,1.58,1
44.54,30.72,1.41,2.25,6340.96,0.27,-6.1,-9.8,2.17,-0.96,42.88,98.46,3.94,1
48.08,33.99,1.55,2.21,4260.45,0.71,-20.78,-10.87,2.21,-0.71,83.97,150.34,2.65,1
42.49,32.21,1.04,1.65,9620.14,0.38,-24.45,-19.88,3.46,1.92,83.01,153.23,3.62,1
42.74,39.82,1.03,2.02,6533.58,0.99,-15.0,-19.15,1.35,4.25,43.43,44.04,3.43,1
40.34,32.11,1.53,1.58,5319.57,0.73,-17.43,-10.35,1.62,3.83,34.49,82.41,3.16,1
49.46,39.9,1.3,2.34,14877.46,0.44,-21.3,-17.88,3.9,1.07,57.06,142.13,1.54,1
47.99,36.1,1.53,2.21,11359.55,1.12,-10.62,-13.02,3.6,5.44,85.59,67.16,2.4,1
41.4,33.25,1.25,2.36,4288.02,0.47,-12.72,-7.29,3.0,1.06,32.39,41.83,3.43,1
48.69,31.72,1.11,1.68,13891.38,0.28,-19.68,-16.92,3.12,4.44,82.21,65.98,3.39,1
41.85,38.2,1.29,2.32,11249.16,1.01,-22.25,-19.05,1.56,-0.13,43.32,50.01,1.56,1
47.29,31.88,0.95,1.88,3661.5,0.79,-8.41,-22.89,3.18,2.95,78.75,123.35,3.48,1
43.97,32.39,1.49,2.2,7957.3,0.79,-22.26,-3.55,3.26,4.76,42.37,140.76,2.21,1
42.6,35.37,1.19,1.52,3585.31,0.31,-15.15,-10.51,2.56,3.02,89.52,50.52,1.87,1
44.15,36.28,1.07,2.47,7173.95,0.26,-18.21,-19.4,4.0,5.22,74.04,72.91,2.88,1
41.79,36.58,1.29,2.01,10041.62,1.13,-7.78,-5.07,1.16,5.28,31.88,117.72,2.4,1
49.07,36.21,1.39,2.29,14018.6,0.18,-20.28,-23.89,2.85,5.65,48.85,98.56,2.65,1
44.2,30.49,1.35,1.8,4578.12,0.87,-9.14,-11.15,3.84,4.39,49.71,127.49,2.32,1
47.9,38.47,0.85,1.67,9066.35,0.33,-14.34,-14.15,1.38,-0.4,30.7,139.0,2.92,1
49.04,34.25,1.2,1.8,13384.91,0.12,-13.91,-11.71,3.7,5.99,46.33,43.03,2.03,1
42.71,33.82,0.89,1.5,12051.92,1.06,-18.11,-18.52,3.22,5.2,32.82,61.91,3.72,1
46.98,33.57,1.25,1.77,5773.96,0.29,-18.88,-17.31,1.09,2.56,30.73,95.14,3.96,1
46.48,39.66,1.3,2.44,12682.11,1.08,-17.57,-22.94,1.44,3.48,77.39,93.0,2.06,1
41.27,36.66,1.27,2.2,10923.48,0.7,-10.12,-4.05,1.99,0.97,84.85,110.54,2.16,1
42.99,30.39,1.45,1.6,6698.34,1.0,-10.3,-15.57,3.3,0.82,55.31,137.38,1.62,1
47.0,39.7,1.48,1.84,8512.94,1.05,-7.14,-13.14,2.64,-0.42,42.77,54.2,3.24,1
41.22,30.42,0.96,1.64,14547.38,0.72,-22.41,-3.17,3.0,3.04,74.88,132.79,3.78,1
46.29,34.95,1.33,2.26,3331.41,0.1,-21.48,-17.05,2.48,2.88,76.43,88.47,2.84,1
40.68,33.63,0.81,1.65,10974.76,0.4,-22.46,-4.93,1.49,1.39,60.08,143.52,2.09,1
48.8,39.93,1.08,2.45,9138.56,1.16,-5.08,-7.12,3.05,0.08,30.3,111.46,3.53,1
45.5,30.96,1.19,2.16,6435.78,0.92,-5.96,-16.63,1.08,3.23,44.13,72.87,3.31,1
49.37,31.79,0.86,1.55,3868.1,0.2,-5.1,-12.79,3.09,-0.3,63.42,102.31,2.98,1
46.32,34.8,1.45,2.11,9731.05,0.43,-5.93,-3.3,3.99,4.48,89.37,105.11,2.76,1
45.85,32.32,1.14,1.71,4779.76,0.4,-22.86,-21.83,3.91,5.03,89.96,123.1,2.72,1
48.26,32.93,1.6,2.41,14940.93,0.75,-14.16,-8.32,1.27,4.56,81.56,100.85,3.91,1
47.05,36.59,1.19,1.85,7373.68,0.3,-11.4,-7.46,1.96,4.93,32.0,122.13,2.95,1
49.57,37.86,1.21,2.33,12306.06,0.54,-14.3,-11.18,1.4,4.96,33.48,46.41,2.56,1
45.79,36.92,0.81,2.05,12674.91,0.68,-16.49,-3.97,3.78,5.56,67.06,54.26,2.4,1
48.71,30.18,1.07,2.22,8069.44,1.17,-18.77,-15.48,3.95,0.47,54.49,44.35,1.92,1
41.93,37.96,0.86,2.4,13837.33,0.87,-11.07,-14.45,1.21,1.42,75.64,110.52,3.0,1
47.7,33.42,1.59,2.18,7451.48,0.17,-21.25,-4.16,2.73,4.6,42.77,102.92,3.24,1
48.28,33.14,1.11,1.8,8386.03,0.36,-5.39,-20.77,3.43,-0.99,55.52,98.36,2.92,1
49.9,39.09,0.97,1.73,4028.11,0.87,-10.64,-12.76,2.34,0.82,55.35,71.32,2.24,1
43.52,39.01,0.8,1.92,10126.2,0.79,-5.37,-17.43,2.41,2.07,77.28,69.37,1.76,1
44.86,39.01,1.56,2.17,9861.56,0.34,-23.13,-6.97,3.67,4.46,71.91,90.41,3.2,1
48.29,37.35,1.55,2.0,5120.14,0.26,-16.17,-12.94,3.97,3.37,88.26,153.48,3.89,1
42.0,33.97,1.18,1.94,8705.3,0.43,-8.83,-4.91,2.05,3.47,52.84,109.45,2.63,1
44.27,36.14,0.81,1.53,4381.3,0.76,-16.21,-9.75,2.34,-0.95,44.75,151.84,2.79,1
40.04,32.16,1.39,1.81,5608.29,0.71,-7.25,-13.1,1.64,1.05,37.78,79.71,2.54,1
43.65,33.47,1.21,2.14,6111.77,0.56,-7.73,-18.77,3.99,-0.43,47.25,139.77,3.95,1
45.11,32.33,1.37,1.97,9559.48,0.75,-13.64,-24.04,3.33,4.02,39.5,66.39,3.83,1
45.12,35.16,0.95,2.07,13753.4,1.03,-6.66,-19.13,3.23,4.4,34.75,148.23,1.66,1
47.36,33.82,0.99,2.09,9419.23,1.14,-5.51,-7.87,3.63,3.84,77.13,104.02,3.67,1
44.01,33.35,1.12,2.39,6363.81,0.87,-20.72,-5.0,2.4,1.09,55.71,128.77,2.71,1
43.63,38.82,1.49,2.5,9112.03,0.65,-20.76,-23.87,3.72,-0.24,55.93,52.17,1.69,1
46.74,32.94,1.0,2.48,14298.54,0.91,-5.37,-3.15,1.81,1.42,85.28,126.02,1.83,1
43.86,31.18,1.35,1.68,13925.16,0.9,-10.2,-18.14,3.86,1.89,46.03,118.44,2.12,1
46.58,38.04,1.31,1.89,4275.69,1.16,-15.05,-15.28,3.29,4.19,72.27,157.57,2.61,1
46.19,37.92,1.36,2.41,7024.56,1.06,-16.77,-23.99,2.43,-0.26,59.54,151.75,2.36,1
41.31,34.68,1.1,1.83,13581.58,0.79,-22.8,-10.54,3.99,1.56,76.23,118.86,3.37,1
49.58,36.67,1.26,1.87,13566.52,0.76,-23.01,-10.84,3.34,4.87,47.77,158.78,3.69,1
40.71,32.0,1.39,1.81,3352.55,1.15,-6.33,-10.97,3.28,5.48,50.63,115.13,2.45,1
49.41,30.28,0.86,2.16,8870.77,0.91,-23.01,-13.04,1.29,2.36,51.78,118.2,2.68,1
47.3,30.24,1.18,2.28,10629.25,0.74,-6.69,-15.8,3.1,4.94,31.81,88.01,3.03,1
40.41,37.62,1.5,2.12,5366.64,0.1,-23.28,-6.8,2.93,5.34,71.8,52.97,2.25,1
40.1,34.26,1.24,1.62,7402.15,0.98,-24.86,-24.69,1.62,5.07,67.08,114.15,3.12,0
49.72,30.38,1.42,2.1,10943.04,1.02,-20.39,-4.88,2.5,-0.91,78.41,67.74,3.73,1
46.33,37.39,0.92,2.01,6842.33,0.9,-17.81,-7.15,1.57,5.96,61.29,90.86,1.95,1
43.28,32.58,1.3,2.18,7302.7,0.73,-18.15,-20.54,3.91,4.28,71.95,40.67,3.81,1
41.79,37.98,1.03,2.35,11870.1,0.42,-15.28,-18.52,3.82,4.94,62.34,122.77,3.93,1
46.92,36.72,1.1,1.65,7567.3,1.06,-23.92,-21.08,3.02,0.6,81.0,57.53,3.71,1
47.0,39.7,1.48,1.84,8512.94,1.05,-7.14,-13.14,2.64,-0.42,42.77,54.2,3.24,1
49.33,39.09,0.8,2.41,11986.33,0.21,-21.92,-21.12,1.77,5.32,55.27,104.62,2.91,1
44.54,30.72,1.41,2.25,6340.96,0.27,-6.1,-9.8,2.17,-0.96,42.88,98.46,3.94,1
44.43,39.29,1.39,2.05,13355.03,0.43,-12.24,-9.51,3.18,3.26,54.15,88.98,3.84,1
44.55,39.54,1.29,1.78,6972.12,0.51,-22.39,-10.85,2.61,4.76,35.84,58.42,2.5,1
40.9,33.02,1.5,1.76,7800.88,0.63,-8.88,-11.74,2.27,1.56,64.1,48.6,1.96,1
44.45,33.99,1.04,2.38,3265.57,0.98,-17.67,-21.02,2.0,1.49,62.95,92.0,1.89,1
46.0,39.39,1.2,2.42,6824.41,0.74,-12.49,-22.89,1.5,0.79,45.74,62.19,2.21,1
45.24,38.33,1.02,1.52,3347.26,0.55,-10.99,-20.19,2.66,3.36,31.22,79.27,2.53,1
49.79,38.92,0.97,2.14,13889.84,0.82,-23.77,-15.12,2.0,3.52,33.7,119.08,3.55,1
42.94,37.11,1.44,1.67,7479.95,0.49,-21.57,-10.55,3.26,3.55,74.2,51.22,3.99,1
42.07,31.58,1.17,2.09,10906.63,0.75,-20.12,-24.97,1.41,2.09,88.13,108.11,1.95,0
47.9,38.47,0.85,1.67,9066.35,0.33,-14.34,-14.15,1.38,-0.4,30.7,139.0,2.92,1
44.5,33.86,1.31,1.55,12320.83,0.41,-12.56,-15.67,2.83,2.98,61.05,59.24,3.16,1
40.41,37.62,1.5,2.12,5366.64,0.1,-23.28,-6.8,2.93,5.34,71.8,52.97,2.25,1
47.29,30.83,0.99,1.88,13443.63,0.6,-23.46,-7.58,3.53,1.13,63.01,116.21,2.65,1
44.5,37.76,0.96,1.97,7165.84,0.96,-15.26,-4.54,3.32,-0.84,46.65,125.36,2.32,1
45.46,39.38,1.12,1.6,4285.66,0.9,-18.75,-22.47,3.33,5.22,36.14,113.98,2.97,1
48.77,33.86,0.97,1.92,10903.21,0.98,-11.46,-23.42,3.39,-0.07,36.9,65.48,1.51,1
45.25,32.81,1.55,1.7,4804.7,0.79,-18.76,-4.91,3.55,2.26,59.36,75.98,3.1,1
47.9,38.47,0.85,1.67,9066.35,0.33,-14.34,-14.15,1.38,-0.4,30.7,139.0,2.92,1
