Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min]
298.2,309,1596,37.2,87
298.2,309,1489,40.6,89
298.3,309,1471,48.3,91
298.3,309,1505,41.3,93
298.3,309,1519,40,96
298.3,309,1408,45.4,98
298.2,308.9,1332,44.4,100
298.1,308.9,1351,52.4,102
298,308.9,1500,36.7,104
298,308.7,1614,30.7,106
298,308.8,1489,36.5,109
297.9,308.7,1751,26.6,111
298,308.7,1511,45.8,114
297.9,308.6,1691,29.6,116
297.9,308.6,1757,27.5,118
297.9,308.7,1545,35.9,120
297.9,308.6,2262,15.7,125
297.7,308.5,1559,35.2,127
297.6,308.4,1626,32.4,130
297.6,308.3,1424,53.9,132
297.6,308.3,1648,29.1,134
297.6,308.3,1523,39.5,137
297.6,308.3,1502,43.2,139
297.5,308.2,1489,40.7,141
297.4,308.1,1620,31.2,143
297.5,308.1,1631,30.6,146
297.5,308,1429,45.8,148
297.5,308.1,1334,72,151
297.4,308,1423,38,154
297.4,307.9,1390,47.7,156
297.4,307.9,1338,48.5,158
297.3,307.9,1461,37.5,161
297.4,307.9,1627,34.3,166
297.3,307.8,1385,44.4,169
297.3,307.8,1538,48,171
297.4,307.9,1557,35.5,174
297.4,307.9,1606,33.4,176
297.5,308,1430,44.5,178
297.4,308,1601,34.6,181
297.4,308,1356,51.9,184
297.5,308.2,1624,30.9,186
297.5,308.2,1327,56.5,189
297.6,308.3,1410,47,191
297.6,308.3,1478,42.3,193
297.6,308.4,1460,40.3,195
297.5,308.3,1435,40.3,197
297.4,308.2,1359,46.9,199
297.4,308.1,1729,31.7,204
297.3,308,1384,49.1,206
297.4,308.2,1297,52.1,211
297.5,308.4,1633,33.3,213
297.5,308.4,1505,37.2,215
297.5,308.4,1433,50,218
297.4,308.4,1369,50.6,220
297.4,308.3,1475,40.5,222
297.4,308.3,1561,38.3,0
297.4,308.3,1472,45.5,2
297.5,308.4,1441,44.5,4
297.5,308.5,1401,50.5,6
297.5,308.5,1691,33.1,9
297.6,308.6,1382,47.1,11
297.6,308.6,1355,46.4,13
297.6,308.6,1529,45.3,15
297.7,308.7,1829,24.9,17
297.6,308.6,1480,39.8,19
297.6,308.5,1475,42.4,24
297.6,308.5,1431,52.6,26
297.5,308.3,1437,42.3,29
297.5,308.3,1476,45.6,31
297.5,308.4,1490,39.7,34
297.4,308.3,1632,33.5,39
297.4,308.2,1402,49.7,41
297.4,308.3,1347,45.8,43
297.5,308.4,1747,31,45
297.5,308.5,1557,39.1,47
297.4,308.4,1371,57.4,52
297.3,308.3,1506,37,54
297.3,308.3,1590,35.5,59
297.4,308.3,1336,53.7,61
297.3,308.3,1411,43.2,63
297.4,308.3,1704,27.3,65
297.5,308.4,1723,27.3,67
297.5,308.5,1459,39.7,69
297.6,308.5,1572,35.9,71
297.5,308.4,1384,56,73
297.6,308.6,1383,47.5,75
297.6,308.5,1360,48.6,77
297.5,308.4,1596,36.6,80
297.5,308.5,1448,54.3,83
297.6,308.5,1443,38.2,85
297.6,308.6,1492,35.5,88
297.5,308.6,1497,43.9,91
297.5,308.5,1530,38.5,93
297.4,308.4,1478,46.2,95
297.4,308.4,1328,61.8,98
297.4,308.3,1771,27.4,100
297.4,308.4,1564,35,105
297.3,308.3,1461,41.5,108
297.4,308.3,1335,57.9,113
297.4,308.4,1441,46.8,116
297.3,308.3,1268,60.6,119
297.3,308.3,1697,27.4,121
297.4,308.4,1421,46,124
297.4,308.5,1496,36.4,126
297.5,308.5,1375,55.6,128
297.4,308.5,1295,52.1,130
297.4,308.5,1643,33.8,132
297.5,308.6,1514,36.9,134
297.5,308.6,1671,29.4,136
297.5,308.6,1355,58.9,138
297.6,308.7,1365,50.6,143
297.5,308.7,1407,42.5,145
297.5,308.8,1455,46.1,147
297.5,308.8,1502,45.9,150
297.5,308.8,1471,52.3,152
297.5,308.9,1581,30.4,155
297.5,308.8,1530,37.8,157
297.5,308.8,1312,50.3,159
297.4,308.6,1494,42.6,161
297.4,308.6,1528,29.1,163
297.3,308.6,1688,29.4,166
297.3,308.5,1520,42.4,171
297.3,308.5,1664,28.9,174
297.3,308.5,1514,44.5,177
297.3,308.5,1456,54.2,179
297.2,308.5,1494,39.6,181
297.2,308.4,1605,30,183
297.2,308.5,1353,46.5,185
297.2,308.5,1447,47.9,188
297.2,308.5,1588,40.4,190
297.2,308.5,1524,41.4,192
297.2,308.5,1611,31.6,197
297.2,308.5,1604,34.9,200
297.1,308.5,1483,46.9,203
297.1,308.4,1543,39.6,205
297.1,308.5,1323,44.4,207
297.1,308.5,1555,36.2,0
297.1,308.4,1583,31.9,2
297.2,308.5,1584,40,4
297.2,308.5,1766,25.8,7
297.2,308.6,1498,44.4,9
297.2,308.6,1413,49.8,12
297.3,308.6,1505,33.5,14
297.3,308.7,1438,46.2,16
297.3,308.7,1655,34.1,21
297.3,308.7,1451,43.8,24
297.3,308.7,1466,38.4,27
297.2,308.6,1774,23,30
297.2,308.6,1284,51.3,32
297.1,308.5,1425,40,35
297.2,308.6,1437,52.4,37
297.2,308.6,1335,53,39
297.2,308.5,1471,41.7,41
297.2,308.5,1364,54,43
297.1,308.5,1578,35.6,46
297.1,308.5,1712,32.1,48
297.1,308.5,1733,28.7,50
297.2,308.6,1652,32.1,52
297.2,308.6,1917,24.1,54
297.2,308.6,1444,41.1,56
297.1,308.6,1442,37.1,59
297.1,308.6,1717,31.3,61
297.1,308.7,1474,42.3,64
297.2,308.7,1509,39.3,66
297.2,308.8,1451,43.1,68
297.3,308.8,1554,36.1,70
297.2,308.7,1669,30.7,72
297.2,308.6,1366,50.4,74
297.2,308.6,1578,34.4,76
297.2,308.6,1513,39,78
297.1,308.5,1515,42.1,81
297.2,308.6,1562,33,84
297.2,308.7,1501,38.5,86
297.2,308.7,1398,38.1,88
297.3,308.7,1352,53.8,91
297.3,308.7,1569,33.9,93
297.2,308.6,1486,46.6,98
297.2,308.6,1864,23.6,103
297.3,308.7,1447,44.5,105
297.2,308.6,1392,41.5,108
297.3,308.6,1358,47.6,110
297.3,308.7,1491,40.2,112
297.3,308.7,1556,36.7,114
297.3,308.7,1531,36.7,116
297.4,308.7,1429,37.6,118
297.4,308.8,1573,33.9,123
297.4,308.8,1538,41.2,126
297.4,308.8,1467,39,128
297.4,308.7,1323,51.1,130
297.4,308.7,1798,23,135
297.4,308.6,1411,46.3,138
297.3,308.5,1528,44.5,140
297.3,308.5,1504,42,142
297.3,308.5,1384,39.6,144
297.2,308.4,1677,26.4,146
297.3,308.5,1764,30.8,148
297.4,308.5,1472,42,150
297.4,308.5,1465,55.9,153
297.4,308.6,1657,33.1,156
297.4,308.6,1635,30.5,159
297.4,308.7,1582,31.9,161
297.5,308.7,1761,26.2,164
297.5,308.8,1587,34.9,166
297.5,308.7,1446,53,168
297.5,308.7,1352,53,171
297.4,308.7,1392,46.4,174
297.5,308.8,1417,49.8,177
297.5,308.8,1824,24,179
297.5,308.8,1603,36.7,184
297.4,308.8,1620,33.4,186
297.4,308.8,1353,49.4,188
297.5,308.8,1360,50.7,190
297.5,308.6,1380,53.5,192
297.5,308.7,1363,53.6,194
297.4,308.6,1452,41.2,197
297.4,308.6,1680,32.8,200
297.5,308.6,1536,39,202
297.5,308.6,1621,28.9,0
297.5,308.6,1585,37.6,2
297.6,308.7,1408,51.5,4
297.5,308.6,1536,38.7,7
297.5,308.6,1352,52.6,12
297.5,308.6,1481,38.8,14
297.5,308.7,1454,45,19
297.5,308.6,1349,51.5,21
297.5,308.6,1327,52.1,24
297.6,308.7,1552,42.3,27
297.5,308.7,1456,44.7,29
297.6,308.6,1254,45.8,31
297.5,308.6,1437,43.3,34
297.5,308.6,1694,27.1,36
297.5,308.5,1306,50.7,38
297.5,308.5,1699,30.1,40
297.4,308.5,1369,53.2,43
297.4,308.5,1471,43.9,45
297.4,308.5,1410,43.9,47
297.4,308.5,1412,45.5,49
297.4,308.5,1418,51.2,52
297.4,308.5,1782,25.9,54
297.4,308.5,1497,36.4,56
297.3,308.4,1459,39.4,59
297.2,308.3,1796,23.8,61
297.2,308.3,1569,31.2,63
297.3,308.4,1469,46.7,65
297.3,308.4,1472,41.3,67
297.4,308.5,1475,47.2,69
297.4,308.6,1488,36.4,71
297.4,308.6,1524,43.1,73
297.4,308.5,1486,48.6,75
297.5,308.6,1255,60.7,77
297.4,308.6,1469,42.6,80
297.4,308.5,1692,34.3,83
297.4,308.6,1604,32.8,85
297.4,308.6,1446,48.1,88
297.3,308.5,1503,43.3,90
297.3,308.5,1625,32.8,92
297.2,308.5,1574,35.8,95
297.2,308.4,1378,41.9,97
297.1,308.4,1693,29.5,100
297.2,308.4,1462,51.2,102
297.3,308.5,1435,55,104
297.2,308.5,1425,45.8,109
297.3,308.6,1376,53.5,112
297.4,308.7,1481,48,117
297.4,308.7,1349,48.9,120
297.3,308.7,1551,40,125
297.4,308.7,1623,33.8,127
297.4,308.8,1462,49.7,132
297.3,308.8,1447,57.4,134
297.3,308.9,1799,24.5,137
297.3,308.8,1548,41.3,140
297.2,308.8,1485,47.9,143
297.2,308.7,1463,49.9,146
297.3,308.7,1587,35.8,148
297.3,308.8,1469,44.1,150
297.3,308.7,1430,42.8,153
297.4,308.7,1726,26.8,158
297.4,308.8,1651,34.1,163
297.4,308.8,1529,41.3,165
297.4,308.8,1473,46.2,167
297.4,308.8,1324,53.5,169
297.4,308.9,1708,28.8,174
297.5,309.1,1540,38.5,176
297.5,309,1320,54.7,179
297.4,308.9,1376,39,181
297.3,308.7,1542,37,184
297.3,308.7,1506,39.3,187
297.3,308.7,1492,43.6,189
297.3,308.8,1564,38,191
297.4,308.9,1645,30.8,196
297.4,308.9,1348,59.1,201
297.4,308.8,1325,62.4,204
297.5,308.9,1443,43.5,0
297.5,308.9,1436,44.8,2
297.5,308.9,1596,30.7,5
297.6,309,1491,43.2,7
297.7,308.9,1573,35.1,9
297.7,308.9,1575,39.9,12
297.7,308.9,1458,41.1,14
297.7,309,1433,41.8,16
297.7,308.9,1662,28.1,19
297.7,308.9,1327,63.7,21
297.7,308.9,1742,26.3,24
297.8,308.9,1506,33.5,26
297.9,309.1,1457,44.4,28
297.9,309.1,1488,37.3,30
297.9,309.1,1619,34.7,33
298,309.2,1558,41.7,35
298,309.2,1731,28.7,38
298,309.1,1574,34.8,40
297.9,309,1290,49.8,43
297.9,308.9,1416,39.6,45
297.9,308.9,1566,41.9,50
297.9,309,1456,46.5,52
297.9,309,1528,37.5,54
297.9,309.1,1338,49.6,56
297.9,309.1,1558,39.2,59
297.9,309.1,1614,38.1,62
298,309.1,1557,36.4,65
298.1,309.3,1443,45.3,70
298.1,309.3,1332,51,72
298.1,309.3,1752,25.2,77
298.1,309.2,1460,45.8,80
298.1,309.2,1802,26.9,83
298,309.2,1527,39.5,85
298,309.2,1458,39.8,87
298,309.2,1520,37.9,89
298,309.2,1378,49.7,94
297.9,309.2,1529,38.1,96
298,309.2,1527,32.4,99
298,309.2,1438,42.9,101
297.9,309,1583,36.7,104
297.8,308.9,1530,37.6,106
297.7,308.9,1530,39.1,108
297.7,308.8,2089,19.1,111
297.7,308.8,1616,34.2,114
297.7,308.9,1681,28.3,116
297.6,308.8,1475,43,119
297.5,308.7,1371,46.5,121
297.5,308.7,1546,38,123
297.4,308.6,1461,40.1,126
297.4,308.7,1638,31.9,131
297.3,308.7,1577,35.6,133
297.4,308.6,1532,38.7,136
297.3,308.5,1710,27.7,138
297.3,308.6,1584,29.4,141
297.3,308.6,1446,50.1,144
297.4,308.7,1522,46.3,146
297.4,308.7,1382,49.9,151
297.4,308.7,1584,38.2,154
297.3,308.6,1385,55.2,156
297.3,308.7,1592,34.4,158
297.2,308.6,1404,43.7,160
297.2,308.5,1518,44.3,163
297.1,308.4,1529,40.4,165
297.1,308.4,1550,37,167
297.1,308.3,1773,23.8,169
297.2,308.5,1446,43.7,171
297.2,308.5,1487,46.9,173
297.3,308.5,1524,49.3,176
297.1,308.3,1403,54.1,179
297.1,308.2,2267,15.7,181
297.1,308.2,1529,37.9,183
297.1,308.2,1402,51.2,186
297.2,308.3,1693,28,188
297.1,308.3,1496,45.8,190
297.1,308.1,1633,33.3,192
297.1,308.2,1399,42.6,194
297,308.1,1363,45.3,196
297.1,308.2,1527,42.2,199
297.2,308.2,1405,42.5,204
297.3,308.3,1459,59.6,207
297.4,308.4,1789,25,210
297.4,308.4,1531,41.5,213
297.4,308.4,1620,35.8,215
297.4,308.4,1571,39.4,0
297.4,308.4,1434,39.9,2
297.4,308.4,1474,43.6,4
297.3,308.3,1544,41.7,6
297.3,308.2,1601,35.7,9
297.4,308.3,1801,26.9,11
297.4,308.3,1465,42,13
297.4,308.4,1340,52.6,15
297.4,308.4,1517,41,18
297.3,308.4,1434,44.8,21
297.3,308.3,1935,19.3,24
297.3,308.3,1595,32.2,29
297.3,308.3,2188,17,32
297.3,308.4,1449,44.4,34
297.3,308.3,1471,38.2,37
297.4,308.2,1639,33.8,39
297.3,308.2,1846,24.5,41
297.3,308.2,1452,38.2,44
297.4,308.3,1483,41.9,47
297.4,308.3,1284,60.3,50
297.4,308.2,1419,50,52
297.3,308.1,1763,28.4,54
297.2,308,1478,42.5,56
297.3,308,1518,36,59
297.3,308,1447,49,61
297.4,308,1355,55.1,63
297.4,308.1,1348,57.4,66
297.4,308.1,1348,53.7,68
297.4,308.1,1734,27.7,70
297.3,308,1420,46.5,73
297.3,307.9,1797,24.7,75
297.3,308,1403,45,77
297.3,307.9,1628,30.2,80
297.2,307.9,1687,30.4,82
297.2,307.9,1456,44.9,85
297.1,307.9,1496,44.7,88
297.1,307.8,1636,30.3,90
297.1,307.8,1536,40.4,92
297.1,307.8,1454,50.6,94
297,307.8,1396,50,96
297,307.6,1575,37.4,98
296.9,307.6,1514,35.7,100
296.8,307.4,1455,49.9,102
296.8,307.4,1549,48.3,105
296.8,307.5,1474,42.4,107
296.7,307.4,1661,34.2,109
296.7,307.4,1535,34.6,114
296.9,307.5,1556,31.2,116
296.9,307.6,1435,45,119
296.9,307.5,1332,51.1,121
297,307.6,1513,42.4,124
297,307.7,1502,39.4,126
297,307.7,1315,60.1,128
297,307.7,1261,51.1,130
297.1,307.8,1406,60.4,133
297.1,307.8,1584,42.3,135
297.1,307.8,1443,43.9,137
297.2,307.9,1580,35.8,140
297.2,307.9,1825,24.6,142
297.2,307.9,1469,48.2,144
297.2,307.9,1493,38.4,146
297.3,308,1598,29.4,148
297.2,307.9,1450,37.2,151
297.2,307.9,1632,37.5,156
297.1,307.9,1980,20.3,159
297.2,308,1474,43.7,162
297.2,307.9,1540,37.1,164
297.1,307.9,1609,38.9,166
297.1,308,1467,42.8,169
297.1,307.9,1492,39.4,171
297,307.9,1493,46.1,173
297,307.8,1500,39.9,175
297.1,307.8,1477,36.6,177
297.1,307.9,1342,49.1,179
297.1,307.8,1538,34.3,181
297.2,307.9,1337,58.1,184
297.3,307.9,1417,41.8,186
297.4,308,1383,46.2,188
297.4,308,1440,42.4,190
297.3,307.9,1579,34.4,193
297.2,307.9,1441,40,195
297.2,307.9,1530,35.9,197
297.2,308,1705,26,200
297.2,308,1435,43,202
297.2,308.1,1340,61.3,207
297.2,308.1,1431,49.7,210
297.3,308.2,1396,52.7,212
297.3,308.1,1369,52,214
297.3,308.1,1615,35.4,217
297.2,308.1,1662,31.3,0
297.3,308.2,1553,33.5,2
297.4,308.2,1536,34.6,4
297.4,308.3,1548,46.6,7
297.4,308.3,1706,30.9,9
297.4,308.3,1366,45.5,11
297.5,308.4,1440,35.9,13
297.5,308.4,1685,28.1,15
297.4,308.3,1444,44,18
297.4,308.3,1395,48.7,21
297.4,308.3,1483,38.8,23
297.5,308.4,1403,44.3,25
297.5,308.4,1793,23.9,28
297.4,308.3,1723,28.8,33
297.4,308.2,1386,41,35
297.4,308.2,1585,46.2,37
297.3,308.1,1731,27.7,42
297.3,308.3,1519,37.7,45
297.3,308.2,1896,24.4,47
297.3,308.3,2358,14.9,49
297.3,308.3,1341,51.9,51
297.3,308.3,1550,37,54
297.3,308.3,1309,61.5,56
297.3,308.4,1599,32.9,58
297.4,308.4,1343,40,61
297.4,308.4,1378,39.9,63
297.4,308.4,1603,34.6,65
297.4,308.4,1664,28.1,67
297.3,308.4,1488,37.4,69
297.3,308.4,1370,50.5,71
297.3,308.5,1545,34.3,74
297.4,308.5,1566,31.4,76
297.4,308.6,1820,24.6,79
297.4,308.6,1901,22.1,81
297.4,308.5,1638,32.2,84
297.3,308.4,1521,38.2,87
297.3,308.4,1864,23.1,90
297.3,308.3,1430,41.9,95
297.3,308.4,1686,34.5,97
297.2,308.3,1326,57.2,100
297.2,308.3,1805,25.6,103
297.2,308.3,1453,45.8,105
297.2,308.4,1863,26,110
297.2,308.3,1576,35.3,113
297.2,308.3,1419,39.7,115
297.2,308.4,1833,25.2,117
297.2,308.4,2182,17.3,119
297.2,308.3,1656,30.3,124
297.1,308.2,1351,56.6,126
297.1,308.2,1790,30.3,128
297.2,308.2,1678,28.1,133
297.1,308.2,1427,45.2,136
297,308.1,1429,54,138
297.2,308.1,1770,27.2,140
297.2,308.1,1689,31.2,145
297.2,308.1,1554,41.3,147
297.3,308.1,1506,36,150
297.2,308.1,1474,44.3,152
297.3,308.1,1762,26.1,154
297.3,308.1,1566,35.7,156
297.3,308.1,1554,42.4,158
297.2,308,1869,25.4,163
297.3,308,1527,35.1,165
297.2,307.9,1309,49.6,167
297.2,307.9,1541,35.7,169
297.2,307.9,1326,75.4,172
297.1,307.9,1365,54,174
297.1,307.8,1428,43.7,179
297.1,307.8,1681,27.6,181
297.1,307.9,1662,26.9,183
297.2,307.9,1989,20.3,186
297.2,307.9,1747,29,188
297.2,308,1765,31.1,191
297.3,308.1,1568,34.4,194
297.3,308.1,1709,30.6,196
297.3,308.1,1370,58.8,199
297.3,308.1,1458,45.7,202
297.2,308.1,1712,30.9,204
297.3,308.1,1642,36.9,206
297.3,308.1,1468,49.8,0
297.3,308.1,1477,52.3,2
297.3,308.2,1446,53.5,7
297.3,308.2,1653,31.4,9
297.3,308.3,1494,38.2,14
297.3,308.2,1490,41,16
297.4,308.3,1550,47.8,18
297.3,308.2,1677,34.9,21
297.4,308.3,1854,21.8,24
297.5,308.5,1662,30.3,26
297.5,308.6,1440,38.8,29
297.5,308.6,1513,39.7,32
297.6,308.6,1389,49,34
297.6,308.6,1351,51,37
297.6,308.6,1482,38.3,39
297.6,308.6,1744,28.5,42
297.6,308.7,1476,39,44
297.6,308.6,1444,48.2,46
297.6,308.7,1659,32.1,49
297.6,308.7,1475,46.6,54
297.6,308.6,1526,42.1,57
297.4,308.4,1675,29.5,59
297.4,308.4,1525,38.7,62
297.3,308.3,1396,45.9,64
297.4,308.4,1580,41.2,66
297.4,308.5,1462,42.8,68
297.4,308.4,1426,50.4,70
297.4,308.5,1569,34.2,72
297.4,308.5,1477,40.7,74
297.4,308.5,1761,27.2,76
297.5,308.6,1486,45.9,78
297.6,308.6,1664,30.1,81
297.6,308.6,1576,32.7,83
297.6,308.6,1463,46.7,85
297.6,308.6,1585,42,90
297.7,308.7,1479,45.7,93
297.7,308.7,1449,40.2,95
297.7,308.8,1404,50.3,97
297.7,308.7,1694,29.1,102
297.7,308.7,1731,28.4,104
297.6,308.6,1522,37,106
297.5,308.5,1536,36.9,108
297.5,308.5,1373,39.9,110
297.5,308.5,1597,36.4,112
297.6,308.5,1678,34.2,114
297.6,308.5,1452,42.6,116
297.5,308.5,1447,41.6,118
297.6,308.5,1574,37.1,121
297.6,308.6,1528,40,123
297.7,308.7,1688,27.2,125
297.6,308.6,1393,40.4,127
297.5,308.6,1429,50.5,129
297.5,308.6,1347,57,132
297.6,308.6,1553,40.5,135
297.5,308.6,1260,53.6,137
297.5,308.6,1546,33.8,139
297.5,308.6,1596,36,141
297.5,308.5,1340,57.4,143
297.5,308.4,1369,54.8,145
297.5,308.5,1462,52.3,148
297.4,308.4,1487,46.2,150
297.5,308.6,1510,35.5,155
297.5,308.5,1671,28,158
297.5,308.5,1612,30,163
297.6,308.6,1509,39.7,166
297.6,308.6,1415,47.3,169
297.6,308.6,2384,14.4,171
297.6,308.6,1326,62.4,173
297.6,308.6,1390,53.4,175
297.6,308.7,1392,41.2,178
297.6,308.8,1385,44.4,181
297.7,308.8,1896,24.5,186
297.7,308.7,1474,46.8,188
297.7,308.8,1388,45.6,190
297.7,308.9,1715,27.2,193
297.8,308.9,1650,32.2,195
297.8,308.9,1871,25.6,200
297.8,309,1403,64.2,0
297.8,308.9,1518,40.4,2
297.9,309.1,1504,43,4
297.8,309,1340,56.9,6
297.9,309.1,1435,44.7,8
297.9,309.1,1507,36.9,13
297.9,309.1,1521,36.1,15
297.8,309,1576,45,17
297.9,309.1,1543,36.6,20
298,309.2,1665,36.6,22
297.9,309.1,1442,50.3,24
297.9,309,1629,29,26
297.9,309,1379,47.3,28
297.9,309,1502,40.2,30
297.9,309.1,1595,32,32
298,309,1439,38.5,34
297.9,309,1970,21.6,37
297.9,309,1562,35.8,40
297.9,309,1530,40.9,42
297.9,308.9,1393,40.6,45
297.9,309,1532,37.6,47
298,308.9,1607,37.7,49
297.9,308.8,1469,49,51
297.9,308.8,1538,37.6,54
297.9,308.8,1613,31.4,57
297.9,308.8,1602,32.1,59
297.8,308.7,1404,44.2,62
297.8,308.8,1548,36.9,64
297.8,308.8,1559,35.2,66
297.8,308.8,1621,36.1,68
297.8,308.8,1579,32.9,70
297.9,308.9,1547,44,72
297.9,308.8,1386,48.6,75
298,308.9,1406,40.9,77
298,309,1393,55.9,79
297.9,309,2456,13.9,82
298,309,1409,49.1,85
298,308.9,1390,53.9,88
298,309,1679,32.4,90
298,308.9,1508,37.1,92
297.9,308.8,1681,31.7,94
297.7,308.8,1469,43.7,96
297.8,308.8,1421,49.6,101
297.7,308.8,1354,50.2,103
297.7,308.8,1350,57,105
297.8,308.9,1282,58.1,108
297.8,309,1675,30,110
297.9,309,1525,38.5,113
297.9,309,1382,43.9,116
297.9,309,1450,46.8,118
298,309.1,1820,23.6,120
298,309.1,1822,23.5,122
298,309.1,1473,44.3,124
298.1,309.1,1572,37.5,126
298.1,309,2042,17.8,129
298.2,309.2,1922,22.6,132
298.2,309.1,1539,36.5,134
298.2,309.1,1350,52,136
298.3,309.1,1403,45.1,138
298.3,309.1,1904,20.3,140
298.2,308.9,1592,35.2,142
298.1,308.7,1556,31.6,145
298.1,308.8,1811,25.4,147
298.2,308.8,1456,41.2,150
298.2,308.8,1436,51.9,153
298.1,308.7,1362,49.6,158
298.1,308.7,1683,29.1,161
298.2,308.7,1269,60.9,163
298.3,308.8,1454,49,166
298.3,308.8,1767,27.3,168
298.3,308.9,1708,27.3,170
298.3,308.9,1862,27,172
298.3,308.9,1695,30.7,174
298.3,309.1,1488,40.6,176
298.3,309,1657,32.2,179
298.3,309,1823,25.9,181
298.2,309.1,1651,28.8,186
298.1,309,1533,36.1,189
298.2,309,1508,40.5,192
298.3,309.1,1616,31.1,195
298.2,309,1651,31.5,197
298.2,309.1,1569,35.2,199
298.3,309.1,1296,58.7,201
298.3,309,1379,43.2,0
298.2,309,1694,28,5
298.2,309,1377,57.8,8
298.3,309,1470,38.4,10
298.3,309.1,1404,47,15
298.3,309.1,1593,40.1,18
298.3,309,1526,36.9,20
298.3,308.9,1390,49.7,23
298.2,308.9,1737,25.5,26
298.2,308.8,1362,57.3,28
298.2,308.8,1666,31.5,30
298.2,308.8,1354,60.9,32
298.2,308.8,1302,60.4,34
298.2,308.7,1991,20.5,36
298.2,308.6,1353,54.1,38
298.2,308.7,1520,35.7,40
298.2,308.7,1428,54.9,45
298.2,308.7,1605,29.4,47
298.1,308.7,1691,30.3,49
298.2,308.7,1447,48.4,51
298.2,308.8,1606,39.9,53
298.2,308.8,1645,28.2,58
298.2,308.8,1470,43.3,61
298.2,308.9,1336,45,66
298.2,308.9,1414,44.3,68
298.3,309,1802,27.5,71
298.2,308.9,1683,31.7,74
298.2,309,1410,47.6,76
298.2,308.9,1605,32,79
298.2,308.9,1709,28.1,81
298.2,308.9,1444,53.1,83
298.2,308.9,1367,45,85
298.2,309,1418,44.2,87
298.2,309,1353,57.8,89
298.2,309,1643,34.1,91
298.3,309.1,1437,38,93
298.1,309,1437,36.2,95
298.2,309,1413,47.9,97
298.2,309,1524,39.1,100
298.1,308.9,1479,43.4,105
298.1,308.9,1313,50.6,108
298.1,308.9,1335,50.4,110
298.1,308.9,1367,41.9,113
298.1,308.9,1459,50.3,115
298.1,308.9,1804,25.1,118
298.2,309,1491,38.3,121
298.3,309.1,1537,43,123
298.3,309.1,1646,30.2,125
298.3,309.2,1783,28.3,130
298.3,309.1,1395,49.8,133
298.4,309.1,1423,48,135
298.3,309.2,1562,37.6,137
298.4,309.3,1549,40.8,139
298.4,309.4,1540,43.2,141
298.5,309.4,1573,33.6,143
298.5,309.4,1418,45.1,148
298.5,309.4,1565,33.7,150
298.5,309.5,1569,41,153
298.5,309.4,1417,41.2,155
298.5,309.5,1480,38.1,160
298.5,309.4,1364,44.5,162
298.5,309.4,1911,21.5,164
298.4,309.3,1409,43.1,166
298.4,309.2,1335,53.5,168
298.5,309.3,1512,38.1,170
298.6,309.4,1447,40.2,173
298.6,309.3,1537,37.6,175
298.6,309.3,1510,40.8,177
298.6,309.3,1677,31.2,180
298.5,309.2,1504,33.7,182
298.5,309.1,2051,19,184
298.5,309.1,1474,41.3,189
298.4,309,1507,36.1,191
298.4,308.9,1496,37.9,194
298.5,309,1921,22,196
298.5,309,1450,40.5,199
298.4,308.9,1402,44.8,201
298.4,308.9,1501,50,203
298.5,308.9,1725,31.9,205
298.5,308.9,1500,40.3,207
298.5,309,1531,30.8,212
298.5,309,1458,44.8,217
298.4,308.9,1577,37.1,0
298.3,308.9,1363,46.1,5
298.3,308.9,1706,31.8,8
298.3,308.8,1391,50.4,13
298.2,308.8,1616,33.7,16
298.2,308.8,1442,47,18
298.2,308.8,1626,40.4,20
298.2,308.7,1426,42.6,23
298.2,308.7,1436,49.1,26
298.2,308.7,1599,36.2,28
298.2,308.7,2186,17.8,31
298.3,308.8,1645,30.4,33
298.2,308.7,1780,27.9,35
298.2,308.8,1345,44.3,37
298.2,308.8,1607,31.9,39
298.3,308.9,1708,28,42
298.3,308.9,1270,52.7,44
298.3,308.9,1646,25.4,46
298.2,308.7,1407,45.1,49
298.1,308.7,1581,47.4,51
298,308.6,1532,42.6,54
298,308.6,1610,33.1,56
298,308.5,1682,33,58
297.9,308.5,1519,34.3,61
297.9,308.5,1683,28.5,63
298,308.6,1254,55.8,65
298,308.5,1461,48,68
297.9,308.5,1472,45.1,70
297.7,308.4,1510,38.6,72
297.7,308.3,1547,36.8,74
297.7,308.4,1418,51.9,77
297.7,308.4,1289,51.3,82
297.7,308.4,1487,41.4,84
297.7,308.5,1453,45.5,86
297.8,308.5,1466,44.7,88
297.7,308.4,1288,49.5,91
297.7,308.4,1738,27.7,96
297.7,308.3,1488,41,101
297.6,308.3,1816,28.8,106
297.5,308.2,1419,48.5,108
297.4,308.1,1435,45.7,110
297.5,308.1,1480,42.4,112
297.5,308.2,1610,33.6,115
297.5,308.1,1548,38.2,117
297.6,308.1,1379,57.4,122
297.5,308.1,1907,23.5,125
297.5,308,2033,16.7,128
297.4,307.9,1390,52,131
297.5,307.9,1544,37.9,136
297.6,308,1258,57.4,139
297.5,308,1560,39,141
297.6,308.2,2071,18.5,144
297.6,308.1,1437,46.3,149
297.7,308.2,1489,43,151
297.7,308.2,1334,53,156
297.7,308.2,1500,39.9,158
297.8,308.3,1498,47.3,160
297.7,308.2,1370,53.4,162
297.7,308.2,1526,40.1,165
297.8,308.3,1477,44.8,170
297.7,308.2,1446,43.9,172
297.7,308.2,1720,25.6,174
